BCI-AV#,English,POS,Derivation - explanation,BCI-AV#,POS,Derivation - explanation svenska ,Swedish,BCI-AV#,Norwegian,BCI-AV#,Finnish,BCI-AV#,Hungarian,BCI-AV#,German,BCI-AV#,Dutch,BCI-AV#,Afrikaans,BCI-AV#,Russian,BCI-AV#,Latvian,BCI-AV#,Polish,BCI-AV#,French,BCI-AV#,Spanish,BCI-AV#,Portugese - draft,BCI-AV#,Italian - draft,BCI-AV#,Danish - draft
22365,"lollipop,sucker",YELLOW,(pictograph)  - Character,22365,YELLOW,(pictograph)  - Character,klubba (godis),22365,kjærlighet på pinne,22365,tikkukaramelli,22365,nyalóka,22365,Lutscher,22365,lollie,22365,suigstokkie,22365,леденец,22365,"ledene, ledene uz kociņa",22365,lizak,22365,sucette,22365,chupachups,22365,caramelo,22365,lecca-lecca,22365,slikkepind
22366,ice_cream_(lollipop),YELLOW,(pictograph)  - Character,22366,YELLOW,(pictograph)  - Character,glass (pinne),22366,iskrem (pinne),22366,jäätelöpuikko,22366,jégkrém –pálcikás,22366,Eis am Stiel,22366,ijsje,22366,ysie roomys,22366, мороженое на палочке,22366,saldējums (uz kociņa),22366,lody na patyku,22366,crème glacée (sucette),22366,helado (polo),22366,gelado perna de pau,22366,ghiacciolo,22366,skub op
22367,water_ice_lollipop,YELLOW,(ice_cream_(lollipop) + frozen),22367,YELLOW,(ice_cream_(lollipop) + frozen),isglass (pinne),22367,saftis (pinne),22367,mehujääpuikko,22367,jégnyalóka,22367,Wassereis am Stiel,22367,waterijs,22367,ysie sap melk,22367,мороженое-лёд на палочке,22367,ledus gabaliņi,22367,lody na patyku,22367,glace à l'eau (sucette),22367,sorbete (palito),22367,gelado perna de pau,22367,ghiacciolo,22367,skub op
22368,popsicle,YELLOW,(cylinder + frozen),22368,YELLOW,(cylinder + frozen),isglass (cylinder),22368,saftis (sylinderformet),22368,mehujää,22368,jégkrém,22368,Eis am Stiel (Zylinder),22368,ijs (cilindervormig),22368,ysie silindries,22368,эскимо,22368,eskimo,22368,lizak lodowy (lody na patyku),22368,glace en bâtonnet,22368,sorbete (cilíndrico),22368,gelado perna de pau,22368,ghiacciolo,22368,skub op
22369,"ice_cream,sherbet,sorbet",YELLOW,"(ice cream cone + pointer, to the ice cream)  - Character (superimposed - pointer)  Preferred NEW SYNONYM, replacing 14920 (See also: ice_cream_(cone) 14921, ice_cream_(bar) 22370, and ice_cream_(lollipop) 22366)",22369,YELLOW,"(ice cream cone + pointer, to the ice cream)  - Character (superimposed - pointer)  Preferred NEW SYNONYM, replacing 14920 (See also: ice_cream_(cone) 14921, ice_cream_(bar) 22370, and ice_cream_(lollipop) 22366)","glass, sorbet",22369,iskrem,22369,jäätelö,22369,"fagylalt, fagyi, sörbet",22369,"Eiskrem, Eisbecher, Sorbet",22369,"sorbet, ijs, roomijs",22369,"roomys, sap roomys",22369,"мороженое, щербет",22369,"saldējums, sorbets",22369,lody,22369,"crème glacée, sorbet",22369,helado,22369,gelado,22369,gelato,22369,"is, flødeis med frugt"
22370,ice_cream_(bar),YELLOW,(ice cream + bar),22370,YELLOW,(ice cream + bar),glass (kaka),22370,"is med kjeks, sandwich",22370,jäätelöpatukka,22370,jégkrémszelet,22370,"Eiscafé, Eisbude, Eisdiele",22370,ijsjesreep,22370,roomys (koek),22370,мороженое-торт,22370,glazēts saldējums,22370,lody typu sandwich („w kanapce”),22370,crème glacée (en barre),22370,helado (barra),22370,barra de gelado,22370,barretta di gelato,22370,
22371,"bar,cake",YELLOW,(pictograph)  - Character,22371,YELLOW,(pictograph)  - Character,kaka,22371,formkake (o.l.),22371,patukka,22371,"darab, rúd, szelet, tábla",22371,"Süßigkeit, Bonbon",22371,reep,22371,"reep, koek",22371,торт,22371,kūka,22371,"batonik, ciastko",22371,"barre, cake",22371,"barra, pastel",22371,doces,22371,dolciumi,22371,"slik, slikkerier"
22372,candy_bar,YELLOW,(bar + sweet),22372,YELLOW,(bar + sweet),chokladbit (etc),22372,sukkerstang,22372,karkkipatukka,22372,"cukorka, cukorkadarab",22372,Schokoladenriegel,22372,snoepreep,22372,lekkergoed reep,22372,сладкий торт,22372,saldā rulete,22372,"batonik, wafelek, słodka przekąska",22372,barre sucrée,22372,barra de chocolate,22372,doce,22372,barretta da sgranocchiare,22372,chocoladeis
22373,chocolate_bar,YELLOW,(bar + chocolate [contr.]),22373,YELLOW,(bar + chocolate [contr.]),chokladkaka,22373,sjokoladeplate,22373,suklaapatukka,22373,"csokoládészelet, csokoládé tábla",22373,"Schokoladentafel, Schokoriegel, Tafel (Schokolade)",22373,chocoladereep,22373,sjokolade reep plak,22373,шоколадный торт,22373,šokolādes rulete,22373,tabliczka czekolady,22373,barre de chocolat,22373,barra de chocolate,22373,barra de chocolate,22373,barretta al cioccolato,22373,
22374,"reflect,consider-(to)",RED,"(reflection_(mental),consideration + action indicator)",22374,RED,"(reflection_(mental),consideration + action indicator)","reflektera, fundera",22374,"reflektere, overveie",22374,"harkita, miettiä",22374,"figyelembe venni, reflektálni",22374,"reflektieren, nachdenken, überlegen",22374,"overwegen, reflecteren, bedenken",22374,"reflekteer, oorweeg (om te)",22374,"отображать, раздумывать",22374,"pārdomāt, apdomāt, apsvērt",22374,"odbijać, błyszczeć",22374,"réfléchir, considérer",22374,"reflexionar, considerar",22374,considerar,22374,"riflettere, considerare",22374,
22375,candy,YELLOW,"(pictograph)  - Character  Preferred NEW SYNONYM, replacing 13118",22375,YELLOW,"(pictograph)  - Character  Preferred NEW SYNONYM, replacing 13118","karamell, kola",22375,"sukkertøy, karamell",22375,"karamelli, makeinen, karkki",22375,"cukorka, cukor",22375,"Süßigkeit, Bonbon",22375,snoepje,22375,lekkergoed,22375,конфета,22375,konfekte,22375,cukierek,22375,"caramel, bonbon",22375,caramelo,22375,doces,22375,dolciumi,22375,"slik, slikkerier"
22376,"candy,sweets",YELLOW,(generalization + candy),22376,YELLOW,(generalization + candy),godis,22376,"godteri, smågodt",22376,makeiset,22376,édesség,22376,"Süßigkeit, Bonbon",22376,"snoep, lekkers",22376,"lekkers, toffies, lekkergoed",22376,сладости,22376,"konfektes, saldumi",22376,"cukierki, słodycze",22376,"sucreries, bonbons, douceurs",22376,"caramelos, dulces",22376,doces,22376,dolciumi,22376,"slik, slikkerier"
22377,mixture,YELLOW,(two curved arrows mingling)  - Character (superimposed),22377,YELLOW,(two curved arrows mingling)  - Character (superimposed),blandning,22377,blanding,22377,sekoitus,22377,keverék,22377,"Mischung, Gemisch",22377,mengsel,22377,mengsel,22377,смешивание,22377,maisījums,22377,mieszanina,22377,"mélange, mixture",22377,mezcla,22377,mistura,22377,miscela,22377,
22378,dough,YELLOW,(mixture + flour [contr.] + liquid),22378,YELLOW,(mixture + flour [contr.] + liquid),deg,22378,deig,22378,taikina,22378,"tészta, kovász",22378,Teig,22378,deeg,22378,deeg,22378,тесто,22378,mīkla,22378,ciasto,22378,pâte (à pain),22378,masa,22378,massa de pão,22378,pasta sfoglia,22378,dej
22379,batter,YELLOW,(mixture + flour [contr.] + much + liquid),22379,YELLOW,(mixture + flour [contr.] + much + liquid),smet,22379,røre,22379,taikina,22379,"tészta – felvert, híg, folyékony tészta",22379,"Backteig, Pfannkuchenteig",22379,beslag,22379,beslag,22379,жидкое тесто,22379,mīcīt,22379,"ciasto zagniatane (urabiane, wygniatane)",22379,pâte à frire,22379,mezcla (comida),22379,massa crua,22379,"pasta, pastella",22379,
22380,ingredient,YELLOW,(part of + mixture),22380,YELLOW,(part of + mixture),ingrediens,22380,ingrediens,22380,"aine, ainesosa",22380,"alkotórész, hozzávaló, összetevő",22380,"Zutat, Ingredienz",22380,ingrediënt,22380,bestandeel,22380,ингредиент,22380,sastāvdaļas,22380,"składnik, cześć mieszanki",22380,ingrédient,22380,ingrediente,22380,ingredientes,22380,ingrediente,22380,
22381,slice,YELLOW,(thin + knife + thing indicator: a piece of food cut thin),22381,YELLOW,(thin + knife + thing indicator: a piece of food cut thin),skiva (subst.),22381,skive,22381,viipale,22381,szelet,22381,Scheibe,22381,"plak, sneetje",22381,sny,22381,"ломтик, нарезка",22381,šķēle,22381,płat (ucięty kawałek),22381,tranche,22381,rebanada,22381,fatia,22381,tagliare,22381,
22382,slice-(to),RED,(slice + action indicator),22382,RED,(slice + action indicator),skiva (verb),22382,"skive opp, skjære i skiver",22382,viipaloida,22382,"szeletelni, vágni, levágni",22382,"schneiden, abschneiden",22382,"in plakken snijden, afsnijden-(plakjes)",22382,sny (om te),22382,нарезать ломтики,22382,sagriezt šķēlēs,22382,"pociąć, przeciąć, rozciąć",22382,"trancher, couper",22382,rebanar,22382,cortar em fatias,22382,affettare,22382,skære småkagedej
22383,sliced,GREEN,(slice + description indicator),22383,GREEN,(slice + description indicator),skivad,22383,"skivet, oppdelt",22383,viipaloitu,22383,szeletelt,22383,geschnitten,22383,gesneden,22383,gesnyde,22383,нарезанный ломтиками,22383,sagriezts šķēlēs,22383,"pocięty, rozcięty",22383,en tranches,22383,rebanado,22383,cortado às fatias,22383,tagliato,22383,
22384,reflection,YELLOW,(arrow_(bent) + vertical line: a ray of light strikes a mirror and is reflected back from it)  - Character (superimposed),22384,YELLOW,(arrow_(bent) + vertical line: a ray of light strikes a mirror and is reflected back from it)  - Character (superimposed),reflektion,22384,refleksjon,22384,heijastus,22384,"visszatükrözés, visszatükröződés",22384,"Spiegelbild, Spiegelung",22384,"reflectie, weerspiegeling",22384,"weerspieël, reflekteer",22384,отражение,22384,atspulgs,22384,"odbicie, refleks (światła), błysk",22384,"reflet, réflexion",22384,reflejo,22384,reflexo,22384,riflessione,22384,
22385,reflector,YELLOW,(thing + reflection),22385,YELLOW,(thing + reflection),"reflex, reflektor",22385,"refleks, reflektor",22385,heijastin,22385,reflektor,22385,Reflektor,22385,reflector,22385,reflektor,22385,отражатель,22385,reflektors,22385,"reflektor, odbłyśnik  (przedmiot odbijający)",22385,"réflecteur, catadioptre",22385,reflector,22385,reflector,22385,riflettore,22385,
22386,shine,YELLOW,"(reflection + arrow_(bent) [modification, flipped vertically]) - Character (superimposed - modified)",22386,YELLOW,"(reflection + arrow_(bent) [modification, flipped vertically]) - Character (superimposed - modified)","glans, sken",22386,"skinn, glans",22386,"kiilto, hohto, loisto",22386,csillogás,22386,"Glanz, Schein (Licht)",22386,glans,22386,"glans, blink",22386,"блеск, сияние",22386,"spīdums, mirdzums",22386,lśnienie,22386,"lustre, brillant",22386,brillo,22386,claridade,22386,"brillare, splendere",22386,
22387,shine-(to),RED,(shine + action indicator),22387,RED,(shine + action indicator),"blänka, glänsa, skina",22387,"skinne, glinse",22387,"kiiltää, hohtaa, loistaa",22387,"csillogni, ragyogni",22387,"leuchten, scheinen",22387,"glimmen, glanzen, blinken",22387,"glans, blink, glim (om te)",22387,"блестеть, сиять",22387,"spīdēt, mirdzēt",22387,"lśnić, odbijać światło",22387,"briller, reluire",22387,brillar,22387,brilhar (aumento de luz),22387,brillare (diffondere luce),22387,(at) skinne (sprede lys)
22388,"shiny,glossy",GREEN,(shine + description indicator),22388,GREEN,(shine + description indicator),"blank, glänsande, skinande",22388,"skinnende, glinsende, blank",22388,"kiiltävä, hohtava, loistava",22388,"csillogó, fényes",22388,"hell, glänzend",22388,"blinkend, glanzend, glimmend",22388,"glansend, glimmerend, blink",22388,"блестящий, глянцевый",22388,"spīdīgs, mirdzošs",22388,"lśniący, błyszczący",22388,"luisant, reluisant",22388,brillante,22388,reluzente,22388,lucido,22388,lys
22389,polish-(to),RED,(to rub [contr.] + shine + action indicator),22389,RED,(to rub [contr.] + shine + action indicator),"polera, putsa",22389,"polere, pusse",22389,kiillottaa,22389,"kifényesíteni, fényesre csiszolni",22389,"polieren, blank reiben",22389,"poetsen (polieren), opblinken (Vl)",22389,poets (om te),22389,полировать,22389,"spodrināt, pulēt",22389,"polerować, nabłyszczać",22389,"polir, cirer",22389,"pulir, sacar brillo",22389,polir,22389,lucidare,22389,
22390,polisher,YELLOW,(machine + to polish [contr.]),22390,YELLOW,(machine + to polish [contr.]),polermaskin,22390,poleringsmaskin,22390,kiillotuskone,22390,"csiszológép, fényesítő gép",22390,Poliermaschine,22390,poetsmachine,22390,poetsmasjien,22390,полировальная машина,22390,"spodrinātājs, pulētājs",22390,polerka,22390,cireuse,22390,enceradora,22390,,22390,lucidatrice,22390,
22391,vacuum_cleaner,YELLOW,(machine + to clean),22391,YELLOW,(machine + to clean),dammsugare,22391,støvsuger,22391,pölynimuri,22391,porszívó,22391,Staubsauger,22391,stofzuiger,22391,stofsuier,22391,пылесос,22391,putekļusūcējs,22391,odkurzacz,22391,aspirateur,22391,aspiradora,22391,aspirador,22391,aspira polvere,22391,støvsuger
22392,"mixer,blender",YELLOW,(machine + mixture),22392,YELLOW,(machine + mixture),mixer,22392,mikser,22392,vatkain,22392,"keverőgép, turmixgép, mixer",22392,Mixer,22392,"blender, mixer",22392,menger,22392,миксер,22392,"mikseris, blenderis",22392,mikser,22392,"mixer, malaxer",22392,"mezcladora, licuadora",22392,batedeira,22392,mixer,22392,røremaskine
22393,"food_processor,kitchen_machine",YELLOW,"(machine + cooking,cookery,preparation_(general))",22393,YELLOW,"(machine + cooking,cookery,preparation_(general))",matberedare (etc),22393,kjøkkenmaskin,22393,yleiskone,22393,"konyhai turmixgép, ételelőkészítő gép",22393,Küchenmaschine,22393,"keukenmachine, keukenrobot",22393,"voedselverwerker, menger voedsel",22393,кухонный комбайн,22393,virtuves kombains,22393,robot kuchenny,22393,appareil ménager,22393,máquina de cocina,22393,transformador de comida,22393,robot per cucina,22393,køkkenmaskine
22394,opener,YELLOW,(tool + to open),22394,YELLOW,(tool + to open),öppnare,22394,åpner,22394,avaaja,22394,nyitó,22394,Öffner,22394,opener,22394,oopmaker,22394,открывалка,22394,attaisāmais,22394,otwieracz,22394,"outil servant à ouvrir, ouvre-boîte",22394,abridor ,22394,instrumento para abrir,22394,"apriscatole, apribottiglie",22394,
22395,bottle_opener,YELLOW,(opener + bottle),22395,YELLOW,(opener + bottle),flasköppnare,22395,flaskeåpner,22395,pullonavaaja,22395,üvegnyitó,22395,Flaschenöffner,22395,flesopener,22395,bottel oopmaker,22395,открывалка для бутылок,22395,pudeļu attaisāmais,22395,otwieracz do butelek,22395,ouvre-bouteille,22395,abridor de botellas,22395,saca rolhas,22395,apri bottiglie,22395,"flaskeåbner, samfundshjælper"
22396,can_opener,YELLOW,(opener + can),22396,YELLOW,(opener + can),"burköppnare, konservöppnare",22396,bokseåpner,22396,"tölkinavaaja, purkinavaaja",22396,konzervnyitó,22396,"Dosenöffner, Büchsenöffner",22396,blikopener,22396,blik oopmaker,22396,консервный нож,22396,konservu attaisāmais,22396,otwieracz do puszek,22396,ouvre-boîte,22396,abrelatas,22396,abre-latas,22396,apriscatole,22396,dåseåbner
22397,cleaning_tool,YELLOW,(tool + to clean),22397,YELLOW,(tool + to clean),städredskap,22397,rengjøringsredskap,22397,puhdistusväline,22397,takarító eszköz,22397,Reinigungsutensil,22397,poetsgerief,22397,skoonmaakmiddel,22397,чистящее средство,22397,trauku mazgājamais šķīdums,22397,przyrząd do czyszczenia,22397,"ustensile de nettoyage, outil de nettoyage",22397,elemento de limpieza,22397,material de limpeza,22397,oggetti per la pulizia,22397,rengøringsartikler
22398,cleaning_cloth,YELLOW,(cloth + to clean),22398,YELLOW,(cloth + to clean),"disktrasa, skurtrasa (etc)",22398,"oppvaskklut, skurefille (o.l.)",22398,puhdistusliina,22398,"tisztítókendő, lemosókendő, portörlő",22398,Putzlappen,22398,poetsdoek,22398,"poetsdoek, poetslap",22398,тряпка для чистки,22398,trauku mazgājamā lupata,22398,ściereczka czyszcząca,22398,"lavette, torchon",22398,trapo de limpieza,22398,pano da louça,22398,panno per i piatti,22398,"karklud, viskestykke"
22561,"kitchen_tool,utensil",YELLOW,(hand + mouth: tool for food - modified])  - Character (superimposed),22561,YELLOW,(hand + mouth: tool for food - modified])  - Character (superimposed),köksredskap (i sammansättningar),22561,kjøkkenredskap (i kombinasjon),22561,keittiöväline,22561,konyhai eszköz,22561,Küchenutensilien,22561,"keukengerief, gerei",22561,kombuis gereedskap,22561,кухонная утварь ,22561,"virtuves rīki, piederumi",22561,"narzędzia kuchenne, przybory kuchenne",22561,ustensile de cuisine (classificateur),22561,utensilios de cocina,22561,ferramentas,22561,utensile,22561,værktøj
22562,"grater,grinder",YELLOW,(kitchen tool + to cut + piece),22562,YELLOW,(kitchen tool + to cut + piece),"rivjärn, kvarn (etc)",22562,"rivjern, kvern",22562,raastin,22562,"reszelő, daráló",22562,"Reibe, Trennschleifer, Mahlwerk",22562,rasp,22562,rasper,22562,"терка, измельчитель",22562,rīve,22562,"tarka, tarnik, szlifierka",22562,râpe (de cuisine),22562,"rallador, molinillo",22562,rectificadora,22562,"molatrice, smerigliatrice",22562,vinkelsliber
22563,"whisk,beater",YELLOW,(kitchen tool + to mix),22563,YELLOW,(kitchen tool + to mix),visp,22563,visp,22563,vispilä,22563,habverő,22563,"Schneebesen, Schaumschläger",22563,"garde, klopper",22563,"klitser, klopper",22563,венчик,22563,putojamā slotiņa,22563,"trzepaczka, rózga do mieszania",22563,batteur,22563,batidora,22563,batedor de ovos,22563,frustino,22563,piskeris
22564,corkscrew,YELLOW,(kitchen tool + screw),22564,YELLOW,(kitchen tool + screw),korkskruv,22564,korketrekker,22564,korkkiruuvi,22564,dugóhúzó,22564,Korkenzieher,22564,kurkentrekker,22564,kurktrekker,22564,штопор,22564,korķuviļķis,22564,korkociąg,22564,tire-bouchon,22564,sacacorchos,22564,saca-rolhas,22564,cavatappi,22564,proptrækker
22565,kitchen_tongs,YELLOW,(kitchen tool + tongs),22565,YELLOW,(kitchen tool + tongs),kökstång,22565,kjøkkenklype,22565,pihdit (keittiö),22565,konyhai fogó,22565,Küchenzange,22565,keukentang,22565,"kombuis tang, vleis tang, braai tang",22565,кухонные щипцы,22565,virtuves knaibles,22565,szczypce kuchenne,22565,pinces de cuisine,22565,pinzas de cocina,22565,pinças de cozinha,22565,pinze da cucina,22565,
22566,nutcracker,YELLOW,(kitchen tool + nut),22566,YELLOW,(kitchen tool + nut),nötknäppare,22566,nøtteknekker,22566,pähkinänsärkijä,22566,diótörő,22566,Nussknacker,22566,notenkraker,22566,neutkraker,22566,орехоколка,22566,riekstu knaibles,22566,dziadek do orzechów,22566,casse-noix,22566,cascanueces,22566,quebra nozes,22566,schiaccianoci,22566,
22567,"reaching_aid,grabber",YELLOW,(aid + to bring + thing indicator),22567,YELLOW,(aid + to bring + thing indicator),gripverktyg,22567,griperedskap,22567,pihdit (apuväline),22567,"segédeszköz valami megfogásához,",22567,Greifer,22567,grijper,22567,tang,22567,переноска,22567,satvērējs,22567,chwytak (urządzenie wspomagające chwytanie),22567,"aide technique pour saisir, pince de préhension",22567,agarraderas,22567,agarrador,22567,presa,22567,tang
22568,measuring_spoon,YELLOW,(spoon + to measure),22568,YELLOW,(spoon + to measure),måttsked,22568,måleskje,22568,mittalusikka,22568,"mérőkanál, mérce",22568,Messlöffel,22568,"maatlepel, maatschep",22568,maatlepel,22568,мерная ложка,22568,mērkarote,22568,"menzurka, naczynie z podziałką, miarka",22568,"cuiller mesurette, cuillère à mesure",22568,cuchara de medir,22568,colheres/copos de medição,22568,misurino (misure da cucina),22568,måleskeer
22569,teaspoon,YELLOW,(spoon + small),22569,YELLOW,(spoon + small),tesked,22569,teskje,22569,teelusikka,22569,"kiskanál, teáskanál, kávéskanál",22569,"Löffel, Teelöffel",22569,"theelepel, koffielepel",22569,teelepel,22569,чайная ложка,22569,tējkarote,22569,łyżeczka ,22569,cuiller à café,22569,cucharita de te,22569,colher de chá/café/sobremesa,22569,"cucchiaino (per caffè, tè, dolce)",22569,teske
22570,tablespoon,YELLOW,(spoon + big),22570,YELLOW,(spoon + big),matsked,22570,spiseskje,22570,ruokalusikka,22570,"nagykanál, evőkanál, leveses kanál",22570,Eβlöffel,22570,"soeplepel, eetlepel",22570,eetlepel,22570,столовая ложка,22570,deserta karote,22570,łyżka stołowa,22570,"cuiller à soupe, grande cuiller",22570,cuchara de servir,22570,,22570,,22570,
22571,serving_spoon,YELLOW,(spoon + to give),22571,YELLOW,(spoon + to give),serveringssked,22571,"serveringsskje, øse",22571,lusikka (tarjoiluun),22571,tálalókanál,22571,"Kelle, Schöpflöffel",22571,opscheplepel,22571,opskeplepel,22571,порционная ложка,22571,servēšanas karote,22571,chochla (łyżka do nalewania zupy itp.),22571,"cuiller de service, cuillère à servir",22571,cuchara de servir,22571,concha para servir,22571,mestolo per servire,22571,øse
22572,mixing_spoon,YELLOW,(spoon + to mix),22572,YELLOW,(spoon + to mix),slev,22572,"sleiv, slev",22572,lusikka (sekoittamiseen),22572,keverőkanál,22572,Kochlöffel,22572,"klopper, houten lepel, roerlepel",22572,"houtlepel, roerlepel",22572,ложка для смешивания,22572,maisāmā karote,22572,"trzepaczka, mieszadło, łyżka",22572,cuiller à mélanger,22572,cuchara mezcladora,22572,colher de pau,22572,cucchiaio di legno,22572,slev
22573,ladle,YELLOW,(spoon + container: spoon with deep bowl for serving liquids),22573,YELLOW,(spoon + container: spoon with deep bowl for serving liquids),soppslev,22573,suppeslev,22573,kauha,22573,levesmerő kanál,22573,"Suppenkelle, Gieβlöffel",22573,"soeplepel, pollepel (Vl)",22573,soplepel,22573,половник,22573,pavārnīca,22573,chochla,22573,louche,22573,cucharón,22573,colher grande e funda,22573,mestolo,22573,
22574,funnel,YELLOW,(pictograph)  - Character,22574,YELLOW,(pictograph)  - Character,tratt,22574,trakt,22574,suppilo,22574,tölcsér,22574,Trichter,22574,trechter,22574,tregter,22574,воронка,22574,piltuve,22574,lejek,22574,entonnoir,22574,embudo,22574,funil,22574,imbuto,22574,tragt
22575,oven_tray,YELLOW,(tray + oven),22575,YELLOW,(tray + oven),bakplåt,22575,"stekebrett, langpanne",22575,uunipelti,22575,"sütőtepsi, sütőtálca",22575,Backblech,22575,"ovenplaat, bakplaat",22575,"oondplaat, oondbak",22575,противень,22575,cepešpanna,22575,blacha do piekarnika,22575,"platine (four), platine (four)",22575,bandeja de horno,22575,travessa,22575,placca da forno,22575,bradepande
22576,"baking_tin,baking_pan,ovenware",YELLOW,(container + oven),22576,YELLOW,(container + oven),"bakform, eldfast form",22576,"kakeform, ildfast form",22576,uunivuoka,22576,"sütőedény, tűzálló edény",22576,Kuchenform,22576,"bakvorm, taartvorm, bakblik, ovenschotel, ovenschaal",22576,"koekpan, tertpan, koekieplaat, oondbak, broodpan",22576,форма для выпечки,22576,cepampanna,22576,"forma do pieczenia, naczynie żaroodporne",22576,plat à four,22576,"bandeja de horno, bandeja de hornear",22576,,22576,stampo per torte,22576,tebollebageplade
22577,stovetop,YELLOW,"(stove + pointer, to the top)  - Character (superimposed - pointer)",22577,YELLOW,"(stove + pointer, to the top)  - Character (superimposed - pointer)",spishäll,22577,"ovnstopp, ovnsplate",22577,liesi,22577,főzőlap,22577,Kochfeld,22577,kookplaat,22577,stoofplaat,22577,плита,22577,cepeškrāsns,22577,płyta grzejna kuchenki,22577,dessus de cuisinière,22577,plancha,22577,grade junto do fogão,22577,fornello,22577,
22578,cup,YELLOW,(pictograph)  - Character,22578,YELLOW,(pictograph)  - Character,kopp,22578,kopp,22578,"kuppi, muki",22578,csésze,22578,"Tasse, Krug",22578,"beker, kopje, mok, tas (Vl)",22578,"beker, koppie",22578,чашка,22578,krūze,22578,"kubek, filiżanka",22578,tasse,22578,taza,22578,caneca,22578,tazza,22578,krus
22579,saucepan,YELLOW,(pictograph)  - Character,22579,YELLOW,(pictograph)  - Character,såskastrull,22579,sauskopp,22579,kasari,22579,serpenyő,22579,"Topf, Kochtopf, Pfanne",22579,steelpan,22579,souspan,22579,сотейник,22579,mērces katliņš,22579,"patelnia, rondelek do sosu",22579,saucière,22579,cacerola,22579,panela do molho,22579,pentola,22579,"kasserolle, gryde, pande, gryde"
22580,electric_pan,YELLOW,(pan + electricity),22580,YELLOW,(pan + electricity),kastrull (elektrisk),22580,"kjele, gryte (elektrisk)",22580,sähkökattila,22580,elektromos serpenyő,22580,"(elektrische) Pfanne, Elektropfanne",22580,elektrische pan,22580,elektriese pan,22580,электрокастрюля,22580,elektriskā tējkanna,22580,"Garnek elektryczny, patelnia elektryczna",22580,casserole électrique,22580,sartén eléctrica,22580,frigideira eléctrica,22580,pentola elettrica,22580,
22581,frying_pan,YELLOW,(pan + oil),22581,YELLOW,(pan + oil),stekpanna,22581,stekepanne,22581,paistinpannu,22581,olajsütő,22581,"Pfanne, Bratpfanne",22581,braadpan,22581,braai pan,22581,сковорода,22581,panna cepšanai,22581,patelnia,22581,poêle à frire,22581,sartén,22581,frigideira,22581,padella per friggere,22581,stegepande
22582,woking,YELLOW,"(wok,wok_pan + oil)",22582,YELLOW,"(wok,wok_pan + oil)",wokning,22582,woking,22582,wokki,22582,wok,22582,Wok,22582,wok,22582,wok,22582,сковорода вок,22582,vokpanna,22582,wok (głęboka patelnia),22582,wok,22582,wok,22582,,22582,padella cinese,22582,
22583,lid,YELLOW,(pictograph)  - Character,22583,YELLOW,(pictograph)  - Character,lock,22583,lokk,22583,kansi,22583,fedő,22583,"Deckel, Topfdeckel",22583,deksel,22583,deksel,22583,крышка,22583,vāks,22583,"pokrywka, wieko, przykrywka",22583,couvercle,22583,tapa,22583,tampa (panela),22583,coperchio,22583,låg
22584,"pot,kettle,boiler",YELLOW,(pictograph)  - Character,22584,YELLOW,(pictograph)  - Character,"gryta, kittel",22584,"gryte, kjele",22584,"kattila, pata",22584,fazék,22584,Kochtopf,22584,"kookpot (Vl), pan",22584,pot,22584,"кострюля (большая), котёл",22584,"katls, katliņš",22584,garnek (z 2 uchwytami),22584,"casserole, marmite",22584,"tetera, pava",22584,panela,22584,pentola,22584,gryde
22585,deep_fryer,YELLOW,(pot + oil + electricity),22585,YELLOW,(pot + oil + electricity),fritös (elektrisk),22585,friteringsgryte (elektrisk),22585,friteerauskattila,22585,elektromos olajsütő,22585,Friteuse,22585,"friteuse, frietpot (Vl)",22585,diepbraaipot,22585,электрофритюрница,22585,fritēšanas katls,22585,frytkownica,22585,friteuse,22585,freidora,22585,fritadeira eléctrica,22585,friggitrice elettrica,22585,elektrisk stegepande
22586,steamer,YELLOW,(pot + steam),22586,YELLOW,(pot + steam),tryckkokare,22586,trykkoker,22586,höyrykeitin,22586,kuktafazék,22586,"Dampfkochtopf, Dampfgarer",22586,stoompan,22586,stoompot,22586,пароварка,22586,tvaika katls,22586,szybkowar,22586,"casserole à vapeur, casserole à pression, marmite à vapeur",22586,vaporera,22586,recipiente para cozinhar por meio da acção do vapor,22586,pentola per cottura a vapore,22586,
22587,electric_kettle,YELLOW,"(pitcher,jug,kettle,pot + electricity)",22587,YELLOW,"(pitcher,jug,kettle,pot + electricity)",vattenkokare,22587,vannkoker,22587,vedenkeitin,22587,elektromos vízforraló,22587,Wasserkocher,22587,"elektrische ketel, waterkoker",22587,elektriese ketel,22587,электрический чайник,22587,elektriskā tējkanna,22587,czajnik elektryczny,22587,bouilloire électrique,22587,pava eléctrica,22587,aquecedor de água,22587,scalda acqua,22587,vandvarmer
22588,"storage_jar,preserving_jar",YELLOW,(can + future),22588,YELLOW,(can + future),konservburk,22588,hermetikkboks,22588,"säilytyspurkki, säilöntäpurkki",22588,"tároló doboz, tartály",22588,Konservenglas,22588,voorraadbus,22588,"inlê bottel, inlê houer",22588,консервная банка,22588,uzglabāšanas trauks,22588,"słój na przetwory, wek",22588,bocal de conservation,22588,bote de conservas,22588,vaso de conservas,22588,barattolo per conservare,22588,
